Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;12/2011;881.871.666;393.303.663;823.279.079;689.302.370;58.592.587;6.050.743;82.154.035;14,45%;27,19%;5.190;1.578
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2011;815.220.206;349.368.064;742.691.792;567.102.613;72.528.414;7.530.018;92.560.637;15,98%;48,63%;3.928;940
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2011;666.320.079;268.496.436;610.552.380;514.753.564;55.767.699;5.549.595;71.126.901;15,03%;48,37%;4.663;1.348
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2011;603.698.324;214.417.744;542.685.898;366.584.825;61.012.425;3.768.740;99.113.381;21,53%;0,41%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2011;511.031.048;252.890.299;491.469.667;428.836.135;19.561.381;2.908.217;39.540.314;13,34%;16,63%;2.311;578
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2011;431.759.588;197.054.307;365.636.752;265.282.112;66.122.836;1.783.676;71.401.682;24,78%;34,03%;2.629;1.420
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2011;146.593.297;58.299.288;137.796.636;105.550.149;8.796.661;505.593;11.419.486;13,39%;41,25%;870;390
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2011;115.373.092;58.726.195;107.331.664;88.504.644;8.041.428;-741.663;12.054.180;14,13%;1,77%;126;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2011;87.728.360;47.960.641;81.712.700;67.647.427;6.015.659;669.511;8.043.906;12,94%;25,11%;105;8
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;12/2011;58.159.704;5.741.722;51.815.739;41.007.411;6.343.965;1.046.978;8.430.975;18,59%;45,35%;9;0
