Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;03/2012;900.558.916;401.186.531;840.282.265;701.540.179;60.276.651;2.589.602;86.672.098;14,67%;31,48%;5.229;1.580
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2012;857.421.771;351.097.459;783.781.193;575.778.560;73.640.578;3.401.336;93.203.871;15,62%;45,00%;3.931;929
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2012;692.378.852;269.549.563;634.132.173;528.522.611;58.246.679;2.794.101;75.344.326;14,86%;47,72%;4.669;1.367
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2012;617.944.141;214.543.683;555.216.821;376.312.900;62.727.320;1.268.867;98.116.139;20,92%;0,39%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2012;558.386.985;273.142.733;537.864.007;475.587.186;20.522.978;1.164.255;40.446.316;12,78%;15,54%;2.372;604
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2012;423.959.293;199.325.638;357.300.237;260.671.966;66.659.056;882.185;71.937.261;23,98%;34,18%;2.631;1.419
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2012;148.400.364;57.815.922;139.333.307;103.077.485;9.067.057;257.000;11.585.799;13,43%;33,90%;870;392
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2012;116.344.235;58.795.112;108.778.628;89.741.190;7.565.607;-596.587;11.282.265;13,04%;3,00%;125;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2012;91.337.520;48.349.261;85.080.835;67.719.283;6.256.685;245.480;8.096.332;12,55%;24,50%;106;8
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2012;72.461.178;5.529.948;65.716.381;51.789.354;6.744.797;400.832;9.196.672;16,81%;42,63%;9;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2012;55.903.191;21.922.303;48.871.560;26.172.440;7.031.631;188.339;6.961.091;15,35%;13,69%;136;11
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2012;40.036.791;21.303.020;35.485.540;27.620.128;4.551.251;214.430;4.396.109;15,82%;11,15%;452;238
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2012;32.724.390;3.547.544;29.616.925;21.489.429;3.107.466;18.572;3.616.063;20,67%;7,87%;10;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2012;31.554.785;1.749.732;28.726.714;16.749.660;2.828.070;105.586;2.799.826;12,45%;2,70%;8;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2012;29.434.693;1.822.589;28.057.398;6.090.279;1.377.295;-2.497;1.377.295;15,54%;2,08%;3;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2012;27.490.934;11.392.956;25.102.339;13.647.684;2.388.595;59.090;4.684.209;16,84%;4,16%;187;5
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2012;24.141.821;21.033.013;22.175.648;17.294.537;1.966.173;-21.029;2.949.260;13,89%;2,13%;1;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;03/2012;19.988.247;12.908.783;16.577.990;11.038.528;3.410.257;-69.201;4.374.871;13,15%;3,61%;24;1
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;03/2012;19.160.518;3.586.752;18.268.967;4.384.488;891.551;-51.126;889.986;16,63%;43,74%;5;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;03/2012;17.392.895;7.419.253;16.932.513;16.666.653;460.382;9.598;577.984;14,85%;14,50%;5;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2012;17.009.993;7.139.491;14.551.501;7.666.027;2.458.492;44.289;2.621.905;16,30%;17,32%;13;1
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2012;16.930.993;11.213.074;14.917.399;12.715.469;2.013.594;41.056;2.891.609;17,42%;4,16%;39;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;03/2012;14.456.313;6.475.674;12.120.751;8.217.207;2.335.562;-34.895;1.605.641;14,13%;10,16%;2;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;03/2012;13.134.351;4.428.963;12.714.745;12.008.376;419.606;10.881;454.844;13,03%;14,65%;5;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2012;12.856.635;7.245.569;10.832.539;9.787.014;2.024.096;95.273;2.024.096;18,98%;8,84%;31;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2012;12.352.136;7.244.394;10.401.763;9.214.603;1.950.374;39.096;1.905.003;18,84%;11,22%;52;1
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;03/2012;12.077.220;2.716.920;10.931.550;8.454.749;1.145.670;-57.860;1.689.816;14,81%;8,58%;12;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;03/2012;11.748.312;4.707.531;10.832.718;9.217.118;915.594;37.133;1.173.590;13,75%;1,00%;15;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2012;11.692.890;7.098.830;10.920.191;9.267.050;772.699;11.295;1.107.897;11,62%;15,94%;171;4
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;03/2012;11.636.900;7.783.530;10.101.282;8.793.640;1.535.617;56.876;2.092.023;15,09%;3,83%;7;0
BANESTES;30159;b1;;C;1;VITORIA;ES;03/2012;11.432.335;3.621.359;10.594.943;10.022.215;837.391;13.645;833.152;16,68%;21,80%;134;25
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;03/2012;10.862.384;9.671.197;9.622.553;8.147.680;1.239.831;25.211;1.414.422;13,29%;0,29%;2;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2012;10.814.314;8.152.419;9.779.273;8.755.832;1.035.041;6.180;1.267.903;13,44%;12,56%;42;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;03/2012;10.761.557;2.219.987;8.801.978;3.892.531;1.959.580;13.931;1.939.427;16,49%;5,95%;118;5
PINE;50304;b1;;C;2;SAO PAULO;SP;03/2012;10.217.339;4.936.676;9.188.041;8.389.407;1.029.298;46.560;1.262.307;16,43%;7,94%;11;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;03/2012;8.995.575;181.978;7.383.513;4.919.276;1.612.062;88.651;1.605.580;27,35%;0,43%;2;0
BRB;31976;b1;;C;1;BRASILIA;DF;03/2012;8.684.612;5.320.818;7.859.066;6.932.107;825.546;44.006;926.542;12,88%;15,88%;65;45
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;03/2012;8.386.294;7.090.823;7.117.660;6.895.688;1.268.634;15.411;1.268.634;16,74%;1,71%;3;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;03/2012;8.101.317;4.694.290;6.785.227;3.145.517;1.316.090;14.145;1.125.736;13,15%;20,78%;1;0
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;03/2012;7.006.250;4.712.165;6.263.728;6.025.531;742.522;759;870.230;13,84%;42,12%;7;0
BES;51482;b2;;C;3;SAO PAULO;SP;03/2012;6.000.957;1.499.505;5.467.747;4.983.150;533.210;10.979;568.457;14,16%;24,17%;6;0
