Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;06/2012;945.595.238;430.274.714;883.066.874;731.864.703;62.528.364;5.630.698;92.602.660;14,54%;29,59%;5.244;1.581
ITAU;10069;b1;;C;2;SAO PAULO;SP;06/2012;838.254.744;360.480.119;761.368.120;565.759.837;76.886.624;6.713.873;101.953.520;16,65%;40,19%;3.941;965
BRADESCO;10045;b1;;C;2;OSASCO;SP;06/2012;723.478.469;278.925.679;659.371.169;546.379.518;64.107.300;5.629.363;89.885.720;16,83%;43,49%;4.682;1.403
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;06/2012;630.097.633;224.946.004;574.115.700;387.108.594;55.981.933;2.743.512;94.041.305;19,47%;36,02%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;06/2012;596.370.638;302.658.352;574.972.693;507.024.937;21.397.946;2.846.348;44.343.094;12,91%;14,92%;2.434;613
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;06/2012;448.428.308;205.625.113;382.042.074;272.990.583;66.386.234;1.451.324;71.383.529;21,85%;33,64%;2.633;1.410
HSBC;51152;b1;;C;3;CURITIBA;PR;06/2012;148.409.405;57.700.456;138.994.038;98.011.629;9.415.367;602.460;12.101.359;13,46%;33,80%;868;404
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;06/2012;116.311.893;58.809.110;107.008.081;87.701.397;9.303.812;-1.132.162;13.624.297;15,50%;2,59%;125;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;06/2012;90.506.617;48.142.181;84.138.717;67.038.736;6.367.901;596.755;8.529.926;13,06%;24,10%;105;7
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;06/2012;82.308.853;5.956.919;73.372.985;53.745.166;8.935.868;923.513;12.156.916;18,72%;35,56%;10;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;06/2012;62.054.085;22.786.128;54.474.056;28.504.377;7.580.030;470.502;7.509.489;16,07%;12,77%;136;11
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;06/2012;42.975.291;22.858.869;38.322.290;28.711.139;4.653.001;419.602;5.811.658;19,29%;8,51%;453;237
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;06/2012;38.709.122;1.887.050;35.291.178;19.828.183;3.417.944;162.639;3.409.236;13,82%;2,24%;8;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;06/2012;34.809.676;4.401.105;31.563.007;24.691.904;3.246.670;213.018;3.962.477;17,41%;38,24%;10;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;06/2012;32.831.529;2.691.519;31.400.710;8.537.852;1.430.819;51.027;1.430.819;13,97%;2,29%;3;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;06/2012;29.652.698;11.493.201;27.082.273;14.562.021;2.570.425;246.006;4.936.576;17,00%;3,98%;187;5
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;06/2012;24.077.219;21.028.444;22.056.182;17.422.699;2.021.038;33.836;3.031.556;14,30%;2,73%;1;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;06/2012;21.857.333;14.352.643;18.681.609;11.013.720;3.175.724;-279.244;4.183.013;13,19%;3,92%;23;0
