Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2009;605.152.500;241.434.410;559.071.369;397.532.002;46.081.131;1.994.917;67.196.315;16,63%;29,76%;3.810;966
BB;49906;b1;;C;1;BRASILIA;DF;03/2009;577.192.942;241.878.429;545.503.884;444.812.078;31.689.059;1.665.479;48.386.056;15,40%;18,85%;4.938;1.759
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2009;426.564.326;174.031.250;390.840.923;305.116.035;35.723.403;1.731.099;47.921.835;16,58%;48,93%;3.408;1.185
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2009;338.479.637;138.547.651;288.684.568;190.247.834;49.795.069;433.309;59.178.567;25,30%;50,48%;2.410;1.514
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2009;312.505.277;90.871.657;299.529.395;264.266.770;12.975.882;451.861;22.730.321;19,94%;11,84%;2.075;478
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2009;287.396.947;112.700.207;261.530.027;129.187.049;25.866.920;416.903;43.097.676;20,45%;21,73%;4;0
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2009;104.813.243;40.839.256;99.181.955;70.921.240;5.631.288;265.776;7.612.460;13,26%;27,98%;935;439
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2009;84.631.321;38.973.246;78.076.493;65.860.604;6.554.828;170.879;8.010.055;13,15%;0,92%;120;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2009;66.325.831;22.492.625;62.016.164;42.050.755;4.309.667;184.022;5.210.338;16,90%;23,19%;120;21
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2009;47.850.642;14.973.825;43.308.747;14.469.769;4.541.895;1.615.985;5.123.851;15,38%;16,99%;136;11
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2009;26.671.259;11.833.764;23.531.335;18.455.750;3.139.924;106.554;3.083.934;18,51%;7,86%;429;167
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2009;21.787.810;3.890.266;19.313.944;12.690.374;2.473.867;-35.327;2.389.980;15,00%;23,96%;9;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2009;21.371.483;5.979.867;19.853.271;8.992.699;1.518.211;31.995;1.902.786;18,88%;2,60%;13;1
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2009;16.430.786;7.177.617;14.627.867;7.131.311;1.802.919;8.492;1.802.628;11,84%;10,42%;181;4
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2009;14.580.211;1.005.123;13.529.844;5.194.988;1.050.367;-37.472;1.183.641;21,54%;7,45%;2;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2009;14.409.752;6.753.797;12.818.072;9.212.369;1.591.680;32.888;1.624.799;17,52%;11,04%;50;1
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;03/2009;13.658.994;1.520.949;9.682.905;4.999.626;3.976.089;110.874;3.683.313;29,23%;12,84%;10;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2009;13.148.043;11.178.639;11.984.609;9.412.114;1.163.434;2.129;1.295.752;11,88%;9,13%;1;0
BBM;30207;b1;;C;2;SALVADOR;BA;03/2009;11.017.576;2.267.600;10.277.938;7.345.676;739.637;13.112;729.465;17,50%;23,79%;11;0
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2009;10.129.348;7.053.413;8.461.139;6.914.964;1.668.210;77.470;1.994.743;20,68%;2,74%;35;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2009;8.981.316;118.333;7.415.359;2.931.123;1.565.956;-38.543;1.554.759;27,15%;3,05%;5;1
BANCO GMAC S/A;59274605;b2;;I;3;SAO PAULO;SP;03/2009;8.716.711;4.518.453;7.727.695;2.931.776;989.016;29.079;978.007;14,02%;0,78%;1;0
BANESTES;30159;b1;;C;1;VITORIA;ES;03/2009;8.446.159;3.086.333;7.851.001;7.412.204;595.158;36.547;581.567;14,59%;20,83%;128;27
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2009;7.977.785;3.397.059;7.199.239;6.460.184;778.547;23.217;877.182;15,49%;20,24%;15;0
