Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2007;342.398.096;150.186.017;319.332.802;267.024.203;23.065.294;1.364.037;32.469.510;15,69%;13,45%;4.081;1.265
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2007;292.058.351;103.398.721;262.140.215;170.945.649;29.918.137;2.424.099;36.184.454;16,05%;23,19%;2.639;741
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2007;261.993.775;116.310.549;232.493.021;184.138.874;29.500.754;1.809.243;39.250.837;16,25%;48,94%;3.095;1.107
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2007;239.479.456;53.561.165;229.033.518;202.098.008;10.445.938;62.534;18.521.460;29,47%;13,20%;2.048;447
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2007;191.493.850;70.898.994;164.817.615;52.458.549;26.676.235;2.854.265;45.377.411;32,34%;41,51%;4;0
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;09/2007;155.171.274;61.319.921;143.531.861;80.996.092;11.639.413;887.762;13.419.542;11,75%;14,76%;1.134;865
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;09/2007;131.147.895;55.310.002;119.400.446;86.887.761;11.747.448;1.205.700;15.799.963;14,92%;37,82%;968;294
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2007;121.878.533;40.927.464;111.702.391;69.713.735;10.176.142;344.819;13.898.492;15,80%;10,76%;1.084;659
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2007;69.804.117;30.298.581;65.096.602;50.050.703;4.707.516;233.145;5.481.657;12,13%;30,88%;939;462
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2007;64.862.538;23.621.865;59.060.875;49.361.033;5.801.663;174.196;6.646.483;13,98%;1,51%;104;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2007;58.235.622;27.959.444;53.668.063;38.792.714;4.567.559;212.921;5.247.058;13,04%;12,82%;122;13
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2007;49.065.693;11.951.893;44.485.579;15.892.445;4.580.114;1.085.869;5.018.832;16,90%;15,46%;126;11
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;09/2007;46.485.861;8.635.824;43.685.432;39.665.347;2.800.429;-67.898;2.784.464;16,03%;16,55%;553;389
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2007;28.509.810;4.688.189;27.432.312;11.043.388;1.077.498;28.616;1.086.718;17,95%;4,78%;6;0
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;09/2007;24.463.140;1.286.513;21.449.588;11.542.128;3.013.551;178.841;2.988.661;16,46%;5,25%;9;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2007;20.175.984;7.134.121;17.452.862;14.960.622;2.723.122;76.650;2.616.579;28,19%;8,35%;419;183
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2007;14.621.981;3.755.008;14.083.616;13.720.152;538.365;26.328;655.406;12,11%;16,15%;2;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2007;13.539.864;3.008.749;11.671.625;7.330.247;1.868.239;453.777;1.809.014;17,11%;4,00%;8;0
BBM;30207;b1;;C;2;SALVADOR;BA;09/2007;13.533.657;3.314.938;12.518.008;9.374.188;1.015.649;53.983;1.015.649;16,58%;17,93%;12;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2007;13.286.599;4.105.711;11.706.992;5.177.258;1.579.607;30.119;1.579.374;17,41%;12,23%;180;4
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2007;12.757.249;5.505.080;11.425.641;9.108.388;1.331.608;40.184;1.312.209;17,15%;10,79%;46;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2007;10.553.313;309.214;9.126.441;6.426.853;1.426.873;61.588;1.422.812;17,23%;5,90%;5;1
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2007;10.408.018;645.771;9.960.095;3.921.354;447.923;-60.816;592.730;11,81%;13,29%;2;0
ING;51073;b1;;C;3;SAO PAULO;SP;09/2007;10.320.757;236.312;9.859.579;3.626.857;461.177;11.853;461.161;20,50%;1,14%;2;0
MERRILL LYNCH;51255;b2;;C;3;SAO PAULO;SP;09/2007;10.135.374;0;9.548.877;4.297.399;586.496;46.740;671.675;13,31%;5,74%;2;0
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2007;9.613.382;6.462.793;8.553.283;7.353.125;1.060.099;50.105;1.277.659;16,40%;2,81%;33;0
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;09/2007;7.351.676;6.778.857;6.235.836;5.606.987;1.115.840;16.950;1.115.840;13,77%;25,07%;9;0
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2007;7.158.286;1.828.362;6.652.490;6.104.903;505.797;51.746;497.623;17,63%;23,05%;126;29
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2007;6.203.130;3.390.763;5.664.814;4.652.227;538.316;13.387;750.146;14,33%;29,14%;185;3
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2007;5.934.468;3.766.649;4.666.443;3.179.619;1.268.025;104.744;1.251.106;13,32%;6,43%;14;1
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;09/2007;5.854.391;1.181.449;4.058.037;1.843.240;1.796.355;39.907;1.772.481;33,49%;14,57%;104;9
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2007;5.781.831;1.763.892;5.661.042;5.553.777;120.789;4.113;194.752;18,59%;33,38%;5;0
BANCO GMAC S/A;59274605;b2;;I;3;SAO PAULO;SP;09/2007;5.469.473;3.848.001;4.651.190;3.192.507;818.283;22.922;817.130;16,14%;17,58%;1;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2007;5.384.336;3.363.087;4.301.412;3.108.188;1.082.924;3.185;1.082.253;26,65%;0,86%;4;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2007;5.334.791;2.720.204;3.830.569;3.390.544;1.504.222;57.734;1.504.222;41,16%;3,45%;15;0
BESC;30245;b1;;C;1;FLORIANOPOLIS;SC;09/2007;5.139.288;683.521;4.720.340;4.226.270;418.948;36.471;418.276;34,39%;8,15%;260;176
SS;31323;b1;;C;2;SAO PAULO;SP;09/2007;4.870.994;3.005.582;4.302.632;2.583.503;568.362;46.536;801.283;15,13%;16,72%;5;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;09/2007;4.843.135;3.737.020;3.932.000;3.718.917;911.135;22.261;902.743;21,68%;2,20%;3;0
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2007;4.783.380;2.664.061;4.013.254;3.705.304;770.126;44.248;764.972;17,63%;2,82%;14;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;09/2007;4.697.199;1.587.121;4.372.179;3.961.582;325.020;30.417;326.191;11,81%;2,52%;10;0
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;09/2007;4.665.189;1.275.902;4.562.465;4.203.353;102.724;2.854;187.995;12,64%;35,61%;7;1
BANCO IBI S.A. - BANCO MÚLTIPLO;4184779;b1;;I;3;BARUERI;SP;09/2007;4.645.837;4.538.002;4.077.701;2.044.549;568.136;22.260;547.450;12,09%;18,15%;1;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;09/2007;4.382.183;3.688.835;3.723.317;3.465.687;658.865;16.034;658.207;15,76%;2,24%;1;0
BRB;31976;b1;;C;1;BRASILIA;DF;09/2007;4.369.939;1.772.922;4.020.945;3.545.834;348.993;26.940;339.054;12,93%;23,12%;61;41
SOFISA;31873;b1;;C;2;SAO PAULO;SP;09/2007;4.303.929;2.192.576;3.451.670;2.731.820;852.259;31.234;852.259;25,03%;44,50%;10;0
DAIMLERCHRYSLER;51262;b2;;C;3;SAO PAULO;SP;09/2007;4.106.980;3.391.121;3.646.075;2.682.632;460.905;7.224;567.048;13,63%;0,00%;2;0
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;09/2007;3.944.681;424.732;3.008.962;2.394.586;935.719;65.037;931.332;27,70%;7,84%;7;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;09/2007;3.671.529;550;155.591;391;3.515.938;2.155;3.066.788;115,10%;0,00%;1;0
WESTLB;51554;b1;;I;3;SAO PAULO;SP;09/2007;3.628.815;877.682;3.374.309;1.588.382;254.505;7.259;254.505;17,36%;0,95%;1;0
BANCO BARCLAYS S.A.;61146577;b1;;I;3;SAO PAULO;SP;09/2007;3.050.557;119.005;2.673.424;1.351.446;377.133;3.376;376.160;54,42%;3,41%;1;0
DRESDNER BANK BRASIL S.A. BANCO MULTIPLO;29030467;b1;;I;3;SAO PAULO;SP;09/2007;2.685.909;335.214;2.417.467;1.724.520;268.443;18.449;268.342;13,68%;2,85%;1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;09/2007;2.643.974;2.300.853;2.342.335;2.283.806;301.639;16.536;330.331;12,94%;1,25%;2;0
MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;2201501;n2;;I;3;RIO DE JANEIRO;RJ;09/2007;2.571.416;0;2.523.931;2.510.342;47.485;5.749;32.652;136,03%;29,88%;1;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2007;2.482.110;831.083;2.233.911;1.503.103;248.200;-80;248.200;17,29%;18,32%;4;0
BES;51482;b2;;C;3;SAO PAULO;SP;09/2007;2.416.116;64.504;2.283.654;2.065.434;132.462;11.056;188.845;22,31%;21,68%;3;0
