Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2012;994.085.521;451.706.197;929.684.621;768.901.356;64.400.900;2.848.631;101.822.640;15,15%;27,42%;5.291;1.584
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2012;901.420.803;363.433.016;821.175.887;616.117.248;80.244.916;3.383.116;110.911.619;17,42%;45,54%;3.951;900
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2012;741.552.351;284.081.806;675.318.926;561.945.185;66.233.425;2.865.233;90.837.025;15,87%;45,02%;4.696;1.391
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2012;673.475.813;331.007.288;651.015.447;564.114.308;22.460.366;1.350.207;49.135.626;12,62%;13,93%;2.592;627
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2012;642.305.577;233.185.642;586.733.568;397.499.208;55.572.009;2.041.811;92.227.823;18,27%;36,07%;4;0
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2012;453.075.553;207.327.092;386.695.792;275.258.864;66.379.761;623.931;70.342.267;22,06%;33,37%;2.650;1.397
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2012;143.098.349;58.619.990;133.382.173;96.435.987;9.716.176;294.219;12.358.653;13,18%;33,54%;869;400
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2012;114.092.490;58.078.547;105.263.193;84.888.224;8.829.297;-497.450;13.002.285;15,05%;2,82%;125;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2012;92.617.515;47.453.606;85.764.454;66.740.316;6.853.061;296.640;9.111.282;13,38%;23,04%;106;7
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2012;85.573.545;7.144.617;76.212.295;58.871.357;9.361.250;425.383;12.725.810;17,95%;37,51%;10;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2012;63.430.544;22.631.217;55.665.444;27.104.549;7.765.100;218.983;7.694.560;15,46%;12,79%;135;11
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2012;44.880.938;23.789.249;40.080.787;30.062.641;4.800.151;207.537;5.789.407;18,23%;8,73%;459;233
