Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;12/2007;357.750.243;160.699.762;333.488.146;281.208.354;24.262.096;2.580.951;34.899.733;15,58%;13,17%;4.088;1.255
ITAU;10069;b1;;C;2;SAO PAULO;SP;12/2007;288.768.338;115.053.387;257.873.362;173.340.100;30.894.977;4.491.745;36.937.627;18,74%;23,80%;2.681;739
BRADESCO;10045;b1;;C;2;OSASCO;SP;12/2007;284.446.796;131.263.046;253.749.158;205.780.275;30.697.638;4.056.072;42.111.408;15,65%;45,81%;3.190;1.154
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;12/2007;249.636.819;57.391.215;239.050.909;210.789.266;10.585.909;794.532;18.852.201;28,88%;12,86%;2.053;450
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;12/2007;198.668.103;77.798.100;173.744.753;54.653.463;24.923.350;2.839.252;42.794.950;29,12%;41,43%;4;0
ABN AMRO;10076;b1;;C;3;SAO PAULO;SP;12/2007;158.662.545;66.149.489;146.455.966;84.992.282;12.206.580;1.542.058;13.951.418;13,46%;13,88%;1.150;868
UNIBANCO;10100;b1;;C;2;SAO PAULO;SP;12/2007;147.952.401;60.872.154;135.979.346;102.976.764;11.973.056;2.049.841;16.600.283;14,72%;34,57%;972;280
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;12/2007;116.326.739;43.723.268;107.062.145;75.885.986;9.264.594;880.860;12.660.336;14,24%;12,18%;1.086;690
HSBC;51152;b1;;C;3;CURITIBA;PR;12/2007;70.755.777;33.484.869;65.671.565;51.195.342;5.084.212;692.421;6.351.554;13,40%;26,12%;936;458
SAFRA;10083;b1;;C;2;SAO PAULO;SP;12/2007;67.280.626;29.318.749;63.079.758;50.731.949;4.200.867;405.851;4.850.350;12,58%;14,83%;130;13
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;12/2007;66.425.920;26.765.315;60.392.886;48.876.456;6.033.035;555.499;6.898.706;15,18%;1,18%;106;0
BANCO NOSSA CAIXA S.A.;43073394;b1;;I;1;SAO PAULO;SP;12/2007;47.438.746;8.738.411;44.673.086;40.521.958;2.765.660;-82.399;2.622.670;15,75%;16,79%;559;389
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;12/2007;36.262.207;12.146.307;31.551.595;11.007.410;4.710.612;1.272.788;5.069.024;18,29%;15,57%;133;11
UBS PACTUAL;49944;b1;;C;3;RIO DE JANEIRO;RJ;12/2007;22.945.953;1.259.357;19.116.747;10.793.599;3.829.206;994.347;3.799.785;21,40%;7,26%;9;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;12/2007;20.602.359;8.024.081;17.809.663;15.692.151;2.792.696;191.516;2.684.239;26,04%;8,20%;418;176
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;12/2007;19.036.781;4.878.665;17.903.464;10.460.272;1.133.317;82.622;1.134.120;18,96%;5,04%;6;0
BBM;30207;b1;;C;2;SALVADOR;BA;12/2007;17.338.425;3.789.070;16.334.117;12.949.286;1.004.308;289.449;1.003.539;16,28%;11,01%;12;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;12/2007;15.231.187;2.349.012;13.227.655;7.991.360;2.003.533;933.917;2.004.588;23,12%;36,28%;9;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;12/2007;14.143.065;4.443.705;12.540.566;5.481.363;1.602.499;143.268;1.602.266;16,28%;12,08%;180;4
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;12/2007;14.031.029;637.743;13.281.790;3.794.961;749.239;116.861;855.566;17,35%;9,95%;2;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;12/2007;13.851.600;4.024.875;13.307.397;12.846.317;544.204;63.191;676.938;13,23%;24,20%;2;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;12/2007;13.625.330;6.011.241;12.208.216;9.546.574;1.417.115;172.599;1.389.046;16,86%;9,75%;46;1
BIC;32119;b1;;C;2;SAO PAULO;SP;12/2007;11.016.878;7.617.858;9.444.878;8.091.062;1.572.000;100.552;1.770.040;19,38%;2,49%;32;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;12/2007;10.570.101;366.056;9.070.205;6.377.870;1.499.895;434.282;1.495.167;19,57%;4,02%;5;1
VOLKSWAGEN;30764;b2;;C;3;SAO PAULO;SP;12/2007;7.884.241;7.347.118;6.771.781;6.055.789;1.112.459;32.816;1.112.459;12,98%;24,78%;9;0
BANESTES;30159;b1;;C;1;VITORIA;ES;12/2007;7.661.216;1.869.283;7.129.745;6.606.518;531.471;91.436;521.068;18,45%;21,73%;126;29
