Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;03/2011;779.419.031;335.421.302;727.246.273;599.739.956;52.172.758;2.932.363;69.747.311;14,77%;20,94%;5.071;1.647
ITAU;10069;b1;;C;2;SAO PAULO;SP;03/2011;750.525.684;306.979.626;685.740.248;504.215.429;64.785.435;3.539.423;80.476.658;16,11%;37,85%;3.857;940
BRADESCO;10045;b1;;C;2;OSASCO;SP;03/2011;599.228.137;239.736.324;547.750.640;451.418.916;51.477.497;2.706.930;59.640.449;15,33%;47,74%;3.732;1.295
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;03/2011;538.114.697;178.565.763;462.512.677;299.633.804;75.602.020;2.188.930;101.331.215;23,55%;0,34%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;03/2011;432.165.196;193.093.649;414.682.045;364.036.310;17.483.150;812.446;34.314.786;15,22%;16,60%;2.222;544
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;03/2011;391.388.905;169.809.144;325.725.458;239.884.170;65.663.447;1.029.050;72.410.259;28,90%;38,58%;2.530;1.473
HSBC;51152;b1;;C;3;CURITIBA;PR;03/2011;137.796.360;51.941.062;129.835.835;95.769.165;7.960.525;330.275;9.612.013;12,53%;41,23%;869;399
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;03/2011;115.568.061;58.528.322;106.889.434;84.025.221;8.678.627;384.979;12.020.372;12,45%;1,57%;128;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;03/2011;77.199.212;38.652.096;71.340.278;53.982.368;5.858.934;238.061;7.689.140;16,08%;21,16%;105;13
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;03/2011;55.461.045;17.734.965;49.545.150;25.840.041;5.915.895;100.935;5.833.841;12,17%;14,83%;137;9
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;03/2011;46.124.072;4.062.264;40.523.191;33.266.743;5.600.882;208.289;5.585.190;17,72%;10,70%;9;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;03/2011;33.167.251;17.939.619;29.157.316;22.492.774;4.009.935;211.335;3.865.931;15,40%;7,69%;437;241
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;03/2011;29.130.605;1.210.328;28.162.332;6.320.488;968.273;-22.274;992.311;13,23%;2,67%;3;0
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;03/2011;26.870.021;2.465.763;23.752.630;14.868.615;3.117.391;135.148;2.920.670;16,36%;12,86%;9;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;03/2011;24.708.141;11.751.915;22.439.391;12.906.461;2.268.750;75.685;4.422.685;17,64%;4,23%;185;4
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;03/2011;24.608.835;6.749.453;22.340.515;9.871.252;2.268.321;53.744;2.452.036;20,60%;16,09%;15;1
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;03/2011;21.220.512;18.364.826;19.278.223;14.422.523;1.942.289;84.643;2.396.320;12,59%;6,72%;1;0
BIC;32119;b1;;C;2;SAO PAULO;SP;03/2011;17.142.246;13.816.079;15.128.617;13.231.550;2.013.629;83.236;2.789.443;15,64%;2,96%;38;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;03/2011;16.413.045;448.708;14.706.829;10.078.193;1.706.217;44.803;1.698.341;19,49%;3,67%;8;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;03/2011;13.898.690;5.616.563;13.582.219;13.353.275;316.471;11.130;422.027;13,93%;16,25%;5;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;03/2011;13.370.157;3.159.371;12.312.235;4.004.840;1.057.922;-40.591;1.026.927;16,40%;47,16%;5;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;03/2011;12.859.531;4.376.610;11.270.539;5.529.452;1.588.992;81.161;1.902.929;13,45%;7,92%;5;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;03/2011;11.687.686;8.774.038;9.531.574;7.254.837;2.156.111;45.346;3.066.484;14,14%;1,93%;18;1
ALFA;51293;b1;;C;2;SAO PAULO;SP;03/2011;11.355.338;6.157.721;9.535.714;7.834.841;1.819.624;28.154;1.763.030;19,70%;11,14%;51;1
BANCOOB;51750;b1;;C;2;BRASILIA;DF;03/2011;11.354.798;3.563.411;11.058.154;10.574.658;296.643;12.076;341.277;12,66%;18,82%;8;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;03/2011;9.979.571;7.413.385;9.103.741;7.975.440;875.830;1.138;1.085.197;13,01%;25,10%;32;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;03/2011;9.821.381;7.479.134;8.437.040;7.451.808;1.384.340;56.680;1.866.138;15,65%;3,77%;7;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;03/2011;9.780.155;5.839.814;7.988.975;7.159.923;1.791.180;43.426;1.791.204;17,98%;9,61%;31;0
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;03/2011;9.676.348;2.103.056;8.525.214;6.067.285;1.151.134;41.030;1.615.300;18,89%;7,14%;10;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;03/2011;9.676.237;5.754.863;8.948.300;7.210.414;727.937;13.199;1.035.095;12,98%;14,82%;161;3
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;03/2011;9.628.149;283.676;9.250.990;1.043.920;377.159;1.485;376.502;25,25%;1,54%;2;0
PINE;50304;b1;;C;2;SAO PAULO;SP;03/2011;9.415.948;4.709.185;8.537.400;7.747.330;878.549;31.450;1.104.616;17,12%;1,81%;9;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;03/2011;9.183.917;3.092.544;8.525.421;7.579.958;658.496;4.830;980.424;16,67%;0,68%;15;0
BANESTES;30159;b1;;C;1;VITORIA;ES;03/2011;8.912.743;3.529.118;8.101.019;7.604.491;811.724;32.301;807.119;18,22%;18,99%;134;25
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;03/2011;8.864.635;7.162.915;7.819.617;6.009.830;1.045.018;29.791;1.101.299;13,64%;0,24%;2;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;03/2011;8.812.997;2.101.779;6.873.149;3.048.442;1.939.848;5.870;1.917.261;22,00%;4,92%;110;6
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;03/2011;8.178.334;0;6.938.953;759.560;1.239.381;42.223;1.321.090;34,88%;1,15%;2;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;03/2011;7.847.949;6.573.086;6.660.465;6.404.197;1.187.484;24.056;1.187.256;17,41%;1,70%;3;0
