Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA;Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BB;49906;b1;;C;1;BRASILIA;DF;09/2010;716.147.462;313.413.491;667.888.520;544.688.759;48.258.943;2.624.763;65.459.183;14,91%;19,82%;5.016;1.681
ITAU;10069;b1;;C;2;SAO PAULO;SP;09/2010;662.525.173;280.162.646;604.365.310;432.363.781;58.159.863;3.059.172;73.134.853;15,46%;37,81%;4.132;994
BRADESCO;10045;b1;;C;2;OSASCO;SP;09/2010;544.742.808;217.092.247;498.460.197;400.393.282;46.282.610;2.531.819;55.636.311;15,99%;47,29%;3.538;1.233
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;33657248;b4;;I;1;RIO DE JANEIRO;RJ;09/2010;483.302.594;171.156.944;450.579.118;296.465.654;32.723.476;1.906.697;63.401.512;17,48%;0,52%;4;0
CAIXA ECONOMICA FEDERAL;360305;b1;;I;1;BRASILIA;DF;09/2010;401.027.942;165.076.049;384.677.001;335.349.396;16.350.941;748.703;33.076.327;17,04%;15,10%;2.103;535
SANTANDER;30379;b1;;C;3;SAO PAULO;SP;09/2010;365.211.488;158.977.778;298.823.130;216.028.715;66.388.358;1.030.735;72.898.929;29,71%;39,57%;2.437;1.493
HSBC;51152;b1;;C;3;CURITIBA;PR;09/2010;135.366.344;46.203.985;127.973.209;91.707.957;7.393.135;226.847;9.321.589;13,91%;36,25%;881;402
VOTORANTIM;51011;b1;;C;2;SAO PAULO;SP;09/2010;114.939.325;52.752.675;106.664.537;80.396.877;8.274.788;265.733;11.944.733;13,52%;1,27%;129;0
SAFRA;10083;b1;;C;2;SAO PAULO;SP;09/2010;75.583.383;34.344.863;70.238.823;52.086.998;5.344.560;223.919;5.977.078;13,65%;24,23%;103;17
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;09/2010;56.634.445;16.613.590;51.290.803;23.729.305;5.343.642;57.570;5.722.048;12,56%;14,70%;137;9
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;09/2010;46.431.819;2.868.259;43.004.902;34.303.932;3.426.917;235.222;3.406.986;15,55%;8,43%;9;0
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;09/2010;32.541.688;16.237.080;28.794.424;22.080.873;3.747.264;206.019;3.608.203;15,40%;7,93%;437;244
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;09/2010;27.661.048;6.635.687;25.377.948;12.843.106;2.283.100;15.394;2.532.300;22,64%;15,49%;14;1
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;09/2010;27.048.669;2.921.172;23.892.308;15.777.603;3.156.361;37.547;3.017.691;17,73%;13,99%;9;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;09/2010;20.784.045;10.669.480;18.660.905;10.744.288;2.123.140;71.496;3.166.375;13,93%;5,90%;185;4
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;09/2010;19.949.937;16.873.957;18.120.682;13.428.531;1.829.255;128.556;2.090.916;11,94%;7,51%;1;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;09/2010;19.659.804;1.265.270;18.692.974;5.334.321;966.829;8.491;1.017.169;12,00%;2,70%;3;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;09/2010;15.251.486;409.477;13.640.591;7.750.345;1.610.894;26.867;1.577.858;18,04%;3,55%;7;1
BIC;32119;b1;;C;2;SAO PAULO;SP;09/2010;14.847.594;11.931.581;12.897.046;10.835.182;1.950.548;100.730;2.881.516;18,02%;2,63%;36;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;09/2010;12.818.662;7.287.051;11.301.267;7.487.360;1.517.395;-81.603;2.273.670;14,58%;7,25%;5;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;09/2010;12.274.411;4.636.962;12.037.573;11.804.656;236.839;11.308;337.112;13,12%;20,07%;5;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;09/2010;11.628.548;3.095.551;10.551.793;4.848.650;1.076.755;-10.085;1.074.278;20,17%;46,99%;5;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;09/2010;11.506.474;5.521.442;9.732.080;7.902.539;1.774.394;36.591;1.716.670;20,49%;11,03%;50;1
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;09/2010;11.065.749;7.839.188;8.780.346;6.123.191;2.285.403;146.580;3.200.332;15,70%;1,67%;18;1
CRUZEIRO DO SUL;50720;b1;;C;2;SAO PAULO;SP;09/2010;10.575.712;1.497.612;9.435.624;6.342.994;1.140.088;45.248;1.136.506;14,73%;8,47%;10;0
BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;2038232;b1;;I;2;BRASILIA;DF;09/2010;10.498.264;3.191.400;10.226.261;9.673.445;272.003;5.613;314.404;12,84%;21,46%;8;0
FIBRA;49951;b1;;C;2;SAO PAULO;SP;09/2010;10.067.023;6.982.879;9.263.796;7.880.070;803.227;-6.535;1.085.884;13,50%;44,95%;16;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;09/2010;9.975.638;5.321.865;9.251.298;7.504.323;724.340;14.383;1.033.512;14,25%;10,96%;158;3
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;09/2010;9.847.367;7.149.370;8.535.289;7.178.928;1.312.078;51.115;1.832.975;16,83%;3,70%;7;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;09/2010;9.278.945;5.011.707;7.543.331;6.878.042;1.735.614;84.987;1.735.639;21,20%;9,79%;28;0
PINE;50304;b1;;C;2;SAO PAULO;SP;09/2010;9.179.623;4.582.521;8.306.862;7.600.065;872.761;37.596;1.092.910;18,41%;1,98%;9;0
BANESTES;30159;b1;;C;1;VITORIA;ES;09/2010;9.009.827;3.614.004;8.260.765;7.751.876;749.062;39.881;747.905;16,51%;19,51%;131;26
